L1  0AA,53.396727,-2.981033
L1  0AB,53.397129,-2.980215
L1  0AE,53.395992,-2.983978
L1  0AF,53.398315,-2.982468
L1  0AH,53.395921,-2.980563
L1  0AJ,53.396722,-2.983649
L1  0AN,53.397166,-2.982186
L1  0AR,53.396459,-2.981884
L1  0AT,53.396045,-2.982972
L1  0AU,53.396027,-2.982972
